age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
50,Mountain,Arizona,West,Female,4,53,31210,31210,31210,1,32828,31926,32319,33659,33714,35209,36734
50,Mountain,Arizona,West,Female,4,54,24796,24796,24796,1,25264,33251,32582,32920,34340,34593,36036
55,Mountain,Arizona,West,Female,4,55,25853,25853,25853,1,25980,25523,33593,33072,33403,35016,35256
55,Mountain,Arizona,West,Female,4,56,26017,26017,26017,1,25917,26471,26057,34130,33874,34292,35901
55,Mountain,Arizona,West,Female,4,57,26554,26554,26554,1,27083,26335,26916,26489,34654,34753,35069
55,Mountain,Arizona,West,Female,4,58,24278,24278,24278,1,24753,27441,26780,27318,27015,35379,35693
55,Mountain,Arizona,West,Female,4,59,22486,22486,22486,1,22758,25121,27857,27211,27874,27762,36067
60,Mountain,Arizona,West,Female,4,60,22524,22524,22524,1,22791,22926,25319,28057,27625,28441,28201
60,Mountain,Arizona,West,Female,4,61,21619,21619,21619,1,21753,23329,23439,25785,28733,28560,29200
60,Mountain,Arizona,West,Female,4,62,21110,21110,21110,1,21380,21989,23547,23636,26134,29256,29111
60,Mountain,Arizona,West,Female,4,63,20836,20836,20836,1,21034,21628,22226,23775,23984,26682,29742
60,Mountain,Arizona,West,Female,4,64,20685,20685,20685,1,20665,21361,21896,22554,24159,24502,27148
65,Mountain,Arizona,West,Female,4,65,20784,20784,20784,1,20979,20623,21397,21927,22767,24500,24846
65,Mountain,Arizona,West,Female,4,66,19284,19284,19284,1,19495,20839,20541,21340,21925,22928,24675
65,Mountain,Arizona,West,Female,4,67,19594,19594,19594,1,19507,19469,20857,20568,21490,22164,23207
65,Mountain,Arizona,West,Female,4,68,19373,19373,19373,1,19456,19288,19311,20676,20502,21541,22217
65,Mountain,Arizona,West,Female,4,69,19702,19702,19702,1,19485,19270,19183,19204,20659,20620,21682
70,Mountain,Arizona,West,Female,4,70,19848,19848,19848,1,20012,19268,19095,19061,19193,20747,20750
70,Mountain,Arizona,West,Female,4,71,18450,18450,18450,1,18476,19740,19013,18886,18954,19152,20695
70,Mountain,Arizona,West,Female,4,72,18823,18823,18823,1,18778,18164,19475,18726,18723,18882,19080
70,Mountain,Arizona,West,Female,4,73,18263,18263,18263,1,18389,18541,17965,19304,18666,18733,18860
70,Mountain,Arizona,West,Female,4,74,18031,18031,18031,1,17982,18058,18249,17726,19147,18641,18709
75,Mountain,Arizona,West,Female,4,75,17977,17977,17977,1,17983,17633,17738,17937,17544,19058,18549
75,Mountain,Arizona,West,Female,4,76,17005,17005,17005,1,17206,17545,17247,17403,17702,17401,18941
75,Mountain,Arizona,West,Female,4,77,15849,15849,15849,1,16014,16658,17008,16723,16966,17346,17013
75,Mountain,Arizona,West,Female,4,78,15622,15622,15622,1,15478,15459,16091,16524,16312,16603,16990
75,Mountain,Arizona,West,Female,4,79,14330,14330,14330,1,14538,15003,14956,15634,16137,16027,16337
80,Mountain,Arizona,West,Female,4,80,12653,12653,12653,1,12946,13940,14357,14381,15111,15721,15604
80,Mountain,Arizona,West,Female,4,81,11770,11770,11770,1,11702,12534,13496,13930,14019,14814,15420
80,Mountain,Arizona,West,Female,4,82,10884,10884,10884,1,11153,11019,11890,12807,13372,13519,14279
80,Mountain,Arizona,West,Female,4,83,9295,9295,9295,1,9311,10466,10341,11172,12160,12772,12881
80,Mountain,Arizona,West,Female,4,84,8538,8538,8538,1,8583,8753,9895,9728,10600,11640,12208
85,Mountain,Arizona,West,Female,4,85,45497,45497,45497,1,46093,48441,50552,53880,56791,60911,65853
0,Mountain,Colorado,West,Female,8,0,29678,29678,29684,1,30161,32923,32501,32947,33014,33387,33660
0,Mountain,Colorado,West,Female,8,1,29298,29298,29300,1,29259,30529,33093,32454,32879,33066,33660
0,Mountain,Colorado,West,Female,8,2,28486,28486,28489,1,28683,29564,30638,33025,32299,32854,33246
0,Mountain,Colorado,West,Female,8,3,28724,28724,28729,1,28763,29003,29703,30602,32954,32290,33062
0,Mountain,Colorado,West,Female,8,4,28966,28966,28970,1,28957,29161,29204,29746,30611,33057,32540
5,Mountain,Colorado,West,Female,8,5,28915,28915,28928,1,29101,29336,29344,29218,29736,30690,33312
5,Mountain,Colorado,West,Female,8,6,29355,29355,29361,1,29402,29524,29575,29413,29259,29885,31014
5,Mountain,Colorado,West,Female,8,7,30373,30373,30376,1,30306,29843,29781,29663,29474,29423,30243
5,Mountain,Colorado,West,Female,8,8,30589,30589,30596,1,30620,30739,30072,29852,29712,29633,29762
5,Mountain,Colorado,West,Female,8,9,31077,31077,31081,1,30990,31031,30951,30098,29873,29847,29956
10,Mountain,Colorado,West,Female,8,10,31130,31130,31135,1,31549,31374,31211,30963,30084,29986,30154
10,Mountain,Colorado,West,Female,8,11,29974,29974,29980,1,30324,31917,31543,31222,30958,30185,30295
10,Mountain,Colorado,West,Female,8,12,30228,30228,30232,1,30360,30661,32068,31548,31210,31060,30471
10,Mountain,Colorado,West,Female,8,13,29925,29925,29929,1,30172,30699,30808,32080,31544,31318,31363
10,Mountain,Colorado,West,Female,8,14,30122,30122,30132,1,30219,30518,30844,30809,32079,31661,31642
15,Mountain,Colorado,West,Female,8,15,29687,29687,29692,1,30085,30551,30647,30818,30781,32178,31969
15,Mountain,Colorado,West,Female,8,16,29157,29157,29161,1,29284,30449,30717,30658,30817,30896,32504
15,Mountain,Colorado,West,Female,8,17,29401,29401,29406,1,29483,29570,30526,30649,30566,30832,31120
15,Mountain,Colorado,West,Female,8,18,29583,29583,29590,1,29719,28308,28140,28886,28929,28874,29295
15,Mountain,Colorado,West,Female,8,19,29439,29439,29443,1,29381,29209,28070,27719,28424,28520,28520
20,Mountain,Colorado,West,Female,8,20,29087,29087,29091,1,29554,30419,30151,28753,28552,29374,29623
20,Mountain,Colorado,West,Female,8,21,27830,27830,27835,1,28284,30048,30880,30289,28758,28904,29767
20,Mountain,Colorado,West,Female,8,22,29005,29005,29006,1,29168,31647,32955,33585,32918,31453,31905
20,Mountain,Colorado,West,Female,8,23,28718,28718,28721,1,29177,31205,33362,33955,34839,34323,32857
20,Mountain,Colorado,West,Female,8,24,28979,28979,28988,1,28966,31108,32815,34446,34945,36196,35853
25,Mountain,Colorado,West,Female,8,25,30441,30441,30446,1,30581,30269,32039,33330,34943,35493,37215
25,Mountain,Colorado,West,Female,8,26,29109,29109,29115,1,29393,32071,31337,32774,34070,35816,36566
25,Mountain,Colorado,West,Female,8,27,30747,30747,30750,1,30541,30378,32738,31595,33051,34524,36498
25,Mountain,Colorado,West,Female,8,28,32101,32101,32104,1,31901,31673,31097,33150,31967,33615,35358
25,Mountain,Colorado,West,Female,8,29,33804,33804,33814,1,33568,32465,31796,30867,33005,31876,33825
30,Mountain,Colorado,West,Female,8,30,34490,34490,34499,1,34724,34442,32870,31912,31055,33318,32432
30,Mountain,Colorado,West,Female,8,31,31795,31795,31798,1,32300,35603,34829,33029,32181,31331,33978
30,Mountain,Colorado,West,Female,8,32,30876,30876,30882,1,31018,32961,35885,34808,33182,32353,31837
30,Mountain,Colorado,West,Female,8,33,30627,30627,30631,1,30666,31610,33262,35901,34889,33368,32869
30,Mountain,Colorado,West,Female,8,34,31546,31546,31556,1,31358,31392,32068,33479,36176,35234,34057
35,Mountain,Colorado,West,Female,8,35,34596,34596,34599,1,34180,31831,31616,32050,33526,36317,35619
35,Mountain,Colorado,West,Female,8,36,35026,35026,35032,1,35201,34415,31782,31387,31868,33454,36450
35,Mountain,Colorado,West,Female,8,37,36213,36213,36225,1,36406,35577,34547,31748,31417,32020,33781
35,Mountain,Colorado,West,Female,8,38,36964,36964,36970,1,37028,37045,35918,34772,31999,31809,32586
35,Mountain,Colorado,West,Female,8,39,37581,37581,37591,1,37697,37564,37317,36033,34914,32277,32300
40,Mountain,Colorado,West,Female,8,40,38140,38140,38141,1,38179,38037,37681,37285,35949,34988,32609
40,Mountain,Colorado,West,Female,8,41,36407,36407,36408,1,36843,38549,38276,37728,37280,36081,35399
40,Mountain,Colorado,West,Female,8,42,37328,37328,37334,1,37253,36911,38518,38066,37494,37163,36213
40,Mountain,Colorado,West,Female,8,43,36408,36408,36422,1,37109,37584,37136,38597,38119,37671,37540
40,Mountain,Colorado,West,Female,8,44,35814,35814,35820,1,35954,37346,37700,37105,38572,38230,37936
45,Mountain,Colorado,West,Female,8,45,35474,35474,35478,1,35575,36041,37267,37495,36922,38534,38316
45,Mountain,Colorado,West,Female,8,46,34250,34250,34255,1,34842,35757,36089,37140,37454,36989,38707
45,Mountain,Colorado,West,Female,8,47,34034,34034,34041,1,34218,35017,35814,36005,37125,37529,37186
45,Mountain,Colorado,West,Female,8,48,32346,32346,32351,1,32546,34080,34779,35385,35680,36878,37438
45,Mountain,Colorado,West,Female,8,49,30852,30852,30858,1,31382,32585,34053,34560,35260,35642,36938
50,Mountain,Colorado,West,Female,8,50,30910,30910,30916,1,30948,31491,32620,33951,34501,35306,35776
50,Mountain,Colorado,West,Female,8,51,28990,28990,28992,1,29405,30954,31417,32423,33794,34445,35328
50,Mountain,Colorado,West,Female,8,52,29046,29046,29052,1,28546,29239,30738,31100,32119,33603,34294
50,Mountain,Colorado,West,Female,8,53,28553,28553,28557,1,30066,28492,29120,30556,30881,31991,33573
50,Mountain,Colorado,West,Female,8,54,21319,21319,21323,1,21731,30077,28446,29006,30437,30855,32082
55,Mountain,Colorado,West,Female,8,55,21451,21451,21454,1,21532,21578,29819,28120,28692,30183,30701
55,Mountain,Colorado,West,Female,8,56,21037,21037,21039,1,20929,21643,21607,29781,28053,28708,30313
55,Mountain,Colorado,West,Female,8,57,20544,20544,20545,1,20956,20906,21523,21448,29616,27926,28747
55,Mountain,Colorado,West,Female,8,58,18511,18511,18512,1,18862,20925,20840,21395,21328,29537,27976
55,Mountain,Colorado,West,Female,8,59,16834,16834,16841,1,17052,18763,20767,20668,21188,21164,29476
60,Mountain,Colorado,West,Female,8,60,16117,16117,16118,1,16303,16953,18635,20559,20486,21066,21135
60,Mountain,Colorado,West,Female,8,61,15467,15467,15472,1,15552,16214,16831,18488,20390,20408,21065
60,Mountain,Colorado,West,Female,8,62,14489,14489,14489,1,14683,15368,15999,16607,18232,20176,20332
60,Mountain,Colorado,West,Female,8,63,14068,14068,14071,1,14202,14651,15314,15927,16532,18183,20188
60,Mountain,Colorado,West,Female,8,64,13705,13705,13709,1,13708,14060,14464,15130,15745,16387,18110
65,Mountain,Colorado,West,Female,8,65,13522,13522,13525,1,13634,13633,13946,14373,15051,15691,16346
65,Mountain,Colorado,West,Female,8,66,12423,12423,12428,1,12557,13497,13467,13816,14233,14946,15591
65,Mountain,Colorado,West,Female,8,67,12627,12627,12629,1,12560,12435,13355,13309,13710,14140,14859
65,Mountain,Colorado,West,Female,8,68,12524,12524,12528,1,12567,12446,12293,13242,13208,13615,14070
65,Mountain,Colorado,West,Female,8,69,12463,12463,12466,1,12318,12375,12263,12137,13118,13091,13506
70,Mountain,Colorado,West,Female,8,70,12174,12174,12175,1,12266,12118,12153,12076,11972,12959,12954
70,Mountain,Colorado,West,Female,8,71,11641,11641,11642,1,11646,12100,11899,11988,11945,11865,12857
70,Mountain,Colorado,West,Female,8,72,11517,11517,11518,1,11486,11450,11861,11721,11829,11771,11662
70,Mountain,Colorado,West,Female,8,73,11455,11455,11460,1,11528,11359,11316,11780,11643,11747,11702
70,Mountain,Colorado,West,Female,8,74,11051,11051,11055,1,11020,11156,10994,10959,11424,11308,11417
75,Mountain,Colorado,West,Female,8,75,10867,10867,10872,1,10871,10812,10910,10794,10779,11233,11129
75,Mountain,Colorado,West,Female,8,76,10554,10554,10554,1,10675,10667,10623,10723,10577,10614,11099
75,Mountain,Colorado,West,Female,8,77,9735,9735,9735,1,9834,10321,10249,10231,10375,10243,10297
75,Mountain,Colorado,West,Female,8,78,9797,9797,9803,1,9722,9520,10009,9948,9976,10093,9925
75,Mountain,Colorado,West,Female,8,79,8926,8926,8927,1,9053,9360,9156,9618,9569,9627,9768
80,Mountain,Colorado,West,Female,8,80,8076,8076,8077,1,8257,8636,8910,8763,9239,9191,9250
80,Mountain,Colorado,West,Female,8,81,7299,7299,7299,1,7256,7899,8176,8476,8393,8847,8793
80,Mountain,Colorado,West,Female,8,82,6903,6903,6903,1,7071,6845,7481,7727,8059,7949,8366
80,Mountain,Colorado,West,Female,8,83,6205,6205,6208,1,6228,6733,6488,7153,7386,7706,7530
80,Mountain,Colorado,West,Female,8,84,5720,5720,5720,1,5752,5802,6282,6030,6691,6973,7304
85,Mountain,Colorado,West,Female,8,85,34063,34063,34066,1,34433,35135,35818,37022,37916,39648,41406
0,Mountain,Idaho,West,Female,16,0,9621,9621,9621,1,9747,10197,10196,10342,10785,11150,11349
0,Mountain,Idaho,West,Female,16,1,9609,9609,9610,1,9580,9807,10267,10272,10406,10911,11301
0,Mountain,Idaho,West,Female,16,2,9194,9194,9194,1,9243,9647,9875,10339,10344,10538,11073
0,Mountain,Idaho,West,Female,16,3,9540,9540,9540,1,9539,9302,9732,9953,10417,10483,10701
0,Mountain,Idaho,West,Female,16,4,9632,9632,9632,1,9614,9609,9381,9817,10035,10560,10650
5,Mountain,Idaho,West,Female,16,5,9350,9350,9350,1,9387,9697,9692,9464,9909,10179,10732
5,Mountain,Idaho,West,Female,16,6,9633,9633,9633,1,9625,9482,9815,9796,9568,10086,10372
5,Mountain,Idaho,West,Female,16,7,9806,9806,9806,1,9765,9709,9576,9916,9882,9717,10268
5,Mountain,Idaho,West,Female,16,8,9903,9903,9903,1,9879,9854,9804,9669,10018,10032,9891
5,Mountain,Idaho,West,Female,16,9,10204,10204,10204,1,10153,9967,9954,9903,9768,10184,10213
10,Mountain,Idaho,West,Female,16,10,10253,10253,10253,1,10363,10232,10057,10047,9994,9917,10370
10,Mountain,Idaho,West,Female,16,11,10219,10219,10219,1,10321,10443,10344,10167,10161,10168,10116
10,Mountain,Idaho,West,Female,16,12,10011,10011,10011,1,10030,10402,10535,10450,10274,10338,10365
10,Mountain,Idaho,West,Female,16,13,10117,10117,10117,1,10186,10131,10524,10652,10580,10469,10562
10,Mountain,Idaho,West,Female,16,14,10311,10311,10311,1,10320,10240,10206,10606,10739,10748,10657
15,Mountain,Idaho,West,Female,16,15,10597,10597,10597,1,10727,10378,10329,10297,10706,10905,10956
15,Mountain,Idaho,West,Female,16,16,10537,10537,10537,1,10581,10836,10508,10481,10446,10929,11146
15,Mountain,Idaho,West,Female,16,17,10767,10767,10767,1,10798,10676,10944,10629,10609,10650,11162
15,Mountain,Idaho,West,Female,16,18,11232,11232,11232,1,11265,10778,10693,10921,10660,10720,10785
15,Mountain,Idaho,West,Female,16,19,11594,11594,11594,1,11560,10837,10566,10451,10662,10589,10600
20,Mountain,Idaho,West,Female,16,20,10320,10320,10320,1,10506,10414,9785,9554,9485,9798,9716
20,Mountain,Idaho,West,Female,16,21,9151,9151,9151,1,9307,10070,9999,9365,9176,9214,9545
20,Mountain,Idaho,West,Female,16,22,8754,8754,8754,1,8800,9908,10659,10558,9886,9816,9884
20,Mountain,Idaho,West,Female,16,23,8696,8696,8696,1,8848,8913,10273,10925,10788,10158,10133
20,Mountain,Idaho,West,Female,16,24,8139,8139,8139,1,8116,9184,9214,10674,11219,11124,10507
25,Mountain,Idaho,West,Female,16,25,8105,8105,8106,1,8127,7989,9113,9071,10599,11081,10996
25,Mountain,Idaho,West,Female,16,26,7881,7881,7881,1,7944,8411,8289,9464,9334,10992,11374
25,Mountain,Idaho,West,Female,16,27,7940,7940,7940,1,7864,7923,8413,8308,9504,9366,11089
25,Mountain,Idaho,West,Female,16,28,8302,8302,8302,1,8209,7914,8008,8497,8439,9672,9504
25,Mountain,Idaho,West,Female,16,29,8783,8783,8783,1,8694,8528,8257,8333,8879,8865,10125
30,Mountain,Idaho,West,Female,16,30,8624,8624,8624,1,8666,8793,8667,8367,8514,9096,9122
30,Mountain,Idaho,West,Female,16,31,8335,8335,8335,1,8455,8772,8968,8828,8545,8761,9346
30,Mountain,Idaho,West,Female,16,32,7874,7874,7874,1,7894,8366,8712,8931,8794,8582,8807
30,Mountain,Idaho,West,Female,16,33,8065,8065,8065,1,8057,8023,8530,8879,9121,9079,8850
30,Mountain,Idaho,West,Female,16,34,8296,8296,8296,1,8226,8287,8244,8767,9111,9475,9442
35,Mountain,Idaho,West,Female,16,35,8875,8875,8875,1,8736,8315,8336,8307,8844,9276,9697
35,Mountain,Idaho,West,Female,16,36,9129,9129,9129,1,9149,8919,8452,8479,8454,9055,9538
35,Mountain,Idaho,West,Female,16,37,9545,9545,9545,1,9575,9328,9060,8619,8653,8660,9323
35,Mountain,Idaho,West,Female,16,38,9567,9567,9567,1,9547,9721,9414,9193,8777,8826,8873
35,Mountain,Idaho,West,Female,16,39,9857,9857,9857,1,9879,9633,9780,9504,9318,8935,9009
40,Mountain,Idaho,West,Female,16,40,9909,9909,9909,1,9887,10042,9786,9966,9694,9561,9203
40,Mountain,Idaho,West,Female,16,41,9721,9721,9721,1,9810,9905,10092,9841,10046,9813,9715
40,Mountain,Idaho,West,Female,16,42,9916,9916,9916,1,9883,9813,9949,10147,9920,10167,9934
40,Mountain,Idaho,West,Female,16,43,9756,9756,9756,1,9930,9885,9847,9980,10227,10021,10288
40,Mountain,Idaho,West,Female,16,44,9604,9604,9604,1,9625,9929,9917,9867,10048,10325,10129
45,Mountain,Idaho,West,Female,16,45,9815,9815,9815,1,9821,9710,10030,10024,10023,10219,10527
45,Mountain,Idaho,West,Female,16,46,9440,9440,9440,1,9580,9945,9845,10180,10206,10236,10443
45,Mountain,Idaho,West,Female,16,47,9294,9294,9294,1,9329,9675,10047,9949,10321,10403,10419
45,Mountain,Idaho,West,Female,16,48,8908,8908,8908,1,8941,9226,9560,9943,9879,10299,10371
45,Mountain,Idaho,West,Female,16,49,8425,8425,8425,1,8569,9040,9318,9642,10061,10056,10478
50,Mountain,Idaho,West,Female,16,50,8524,8524,8524,1,8512,8574,9035,9300,9661,10135,10166
50,Mountain,Idaho,West,Female,16,51,7980,7980,7980,1,8079,8535,8585,9054,9332,9763,10277
50,Mountain,Idaho,West,Female,16,52,8228,8228,8228,1,8047,8207,8663,8711,9192,9530,10005
50,Mountain,Idaho,West,Female,16,53,7674,7674,7674,1,8083,7961,8100,8584,8638,9174,9530
50,Mountain,Idaho,West,Female,16,54,6171,6171,6171,1,6292,8116,8011,8138,8652,8741,9295
55,Mountain,Idaho,West,Female,16,55,6369,6369,6369,1,6376,6405,8219,8147,8277,8836,8951
55,Mountain,Idaho,West,Female,16,56,6484,6484,6484,1,6422,6481,6505,8298,8281,8432,9014
55,Mountain,Idaho,West,Female,16,57,6319,6319,6319,1,6447,6453,6494,6516,8329,8406,8551
55,Mountain,Idaho,West,Female,16,58,5580,5580,5580,1,5676,6381,6392,6433,6483,8333,8481
55,Mountain,Idaho,West,Female,16,59,5323,5323,5323,1,5383,5744,6462,6474,6547,6624,8489
60,Mountain,Idaho,West,Female,16,60,5167,5167,5167,1,5222,5369,5741,6453,6510,6598,6717
60,Mountain,Idaho,West,Female,16,61,4904,4904,4904,1,4911,5276,5422,5794,6558,6648,6764
60,Mountain,Idaho,West,Female,16,62,4747,4747,4747,1,4815,4901,5292,5429,5847,6643,6791
60,Mountain,Idaho,West,Female,16,63,4473,4473,4473,1,4506,4823,4922,5300,5471,5917,6749
60,Mountain,Idaho,West,Female,16,64,4439,4439,4439,1,4434,4477,4809,4913,5340,5521,5964
65,Mountain,Idaho,West,Female,16,65,4447,4447,4447,1,4474,4416,4470,4793,4902,5340,5521
65,Mountain,Idaho,West,Female,16,66,4072,4072,4072,1,4107,4466,4418,4459,4807,4919,5346
65,Mountain,Idaho,West,Female,16,67,4015,4015,4015,1,3991,4118,4476,4430,4471,4821,4930
65,Mountain,Idaho,West,Female,16,68,4139,4139,4139,1,4133,3968,4102,4434,4407,4455,4807
65,Mountain,Idaho,West,Female,16,69,4034,4034,4034,1,3980,4106,3959,4087,4409,4383,4428
70,Mountain,Idaho,West,Female,16,70,4020,4020,4020,1,4039,3933,4057,3897,4043,4375,4353
70,Mountain,Idaho,West,Female,16,71,3787,3787,3787,1,3779,4017,3907,4019,3880,4033,4353
70,Mountain,Idaho,West,Female,16,72,3847,3847,3847,1,3825,3739,3965,3846,3973,3843,3998
70,Mountain,Idaho,West,Female,16,73,3772,3772,3772,1,3788,3814,3758,3955,3853,3995,3862
70,Mountain,Idaho,West,Female,16,74,3607,3607,3607,1,3590,3723,3738,3686,3890,3799,3940
75,Mountain,Idaho,West,Female,16,75,3709,3709,3709,1,3701,3546,3674,3695,3637,3854,3760
75,Mountain,Idaho,West,Female,16,76,3519,3519,3519,1,3554,3590,3455,3572,3614,3550,3731
75,Mountain,Idaho,West,Female,16,77,3387,3387,3387,1,3411,3448,3484,3350,3462,3511,3454
75,Mountain,Idaho,West,Female,16,78,3399,3399,3399,1,3355,3287,3339,3384,3266,3376,3421
75,Mountain,Idaho,West,Female,16,79,3149,3149,3149,1,3198,3269,3227,3283,3327,3215,3324
80,Mountain,Idaho,West,Female,16,80,2988,2988,2988,1,3058,3126,3206,3164,3226,3285,3152
80,Mountain,Idaho,West,Female,16,81,2803,2803,2803,1,2783,2898,2965,3041,3012,3067,3121
80,Mountain,Idaho,West,Female,16,82,2512,2512,2512,1,2577,2624,2712,2780,2865,2850,2908
80,Mountain,Idaho,West,Female,16,83,2347,2347,2347,1,2354,2499,2528,2616,2687,2762,2746
80,Mountain,Idaho,West,Female,16,84,2126,2126,2126,1,2139,2205,2345,2388,2448,2529,2585
85,Mountain,Idaho,West,Female,16,85,12076,12076,12076,1,12225,12606,12990,13475,13892,14452,14959
0,Mountain,Montana,West,Female,30,0,5158,5158,5158,1,5198,5404,5316,5524,5664,5700,5715
0,Mountain,Montana,West,Female,30,1,5345,5345,5345,1,5304,5204,5419,5348,5556,5683,5723
0,Mountain,Montana,West,Female,30,2,5194,5194,5194,1,5204,5339,5238,5476,5410,5611,5732
0,Mountain,Montana,West,Female,30,3,5436,5436,5436,1,5411,5211,5357,5268,5514,5448,5651
0,Mountain,Montana,West,Female,30,4,5524,5524,5524,1,5495,5436,5236,5407,5318,5564,5499
5,Mountain,Montana,West,Female,30,5,5670,5670,5670,1,5665,5508,5459,5278,5454,5359,5613
5,Mountain,Montana,West,Female,30,6,5689,5689,5689,1,5655,5691,5537,5508,5330,5507,5410
5,Mountain,Montana,West,Female,30,7,6030,6030,6030,1,5974,5657,5706,5568,5540,5359,5542
5,Mountain,Montana,West,Female,30,8,6269,6269,6269,1,6224,5991,5681,5757,5620,5590,5410
5,Mountain,Montana,West,Female,30,9,6483,6483,6483,1,6427,6227,5998,5711,5797,5652,5627
10,Mountain,Montana,West,Female,30,10,6754,6754,6754,1,6792,6427,6241,6031,5752,5839,5693
10,Mountain,Montana,West,Female,30,11,6482,6482,6482,1,6522,6791,6430,6275,6069,5791,5883
10,Mountain,Montana,West,Female,30,12,6747,6747,6747,1,6743,6525,6811,6471,6330,6113,5841
10,Mountain,Montana,West,Female,30,13,6672,6672,6672,1,6685,6717,6508,6829,6492,6353,6138
10,Mountain,Montana,West,Female,30,14,6986,6986,6986,1,6977,6701,6745,6563,6897,6552,6426
15,Mountain,Montana,West,Female,30,15,7145,7145,7145,1,7208,6925,6664,6738,6564,6904,6561
15,Mountain,Montana,West,Female,30,16,7043,7043,7043,1,7063,7236,6966,6737,6818,6642,6995
15,Mountain,Montana,West,Female,30,17,7190,7190,7190,1,7200,7042,7230,6979,6762,6846,6682
15,Mountain,Montana,West,Female,30,18,6862,6862,6862,1,6885,6371,6254,6434,6248,6067,6150
15,Mountain,Montana,West,Female,30,19,6281,6281,6281,1,6255,6464,6136,6040,6229,6098,5971
20,Mountain,Montana,West,Female,30,20,6272,6272,6272,1,6392,6300,6599,6224,6200,6394,6272
20,Mountain,Montana,West,Female,30,21,5852,5852,5852,1,5935,6400,6332,6711,6273,6326,6530
20,Mountain,Montana,West,Female,30,22,5603,5603,5603,1,5616,6045,6567,6426,6987,6398,6605
20,Mountain,Montana,West,Female,30,23,5279,5279,5279,1,5349,5564,6086,6586,6419,7135,6395
20,Mountain,Montana,West,Female,30,24,5028,5028,5028,1,4997,5084,5371,5912,6401,6226,7033
25,Mountain,Montana,West,Female,30,25,4978,4978,4978,1,4973,4952,5046,5381,5935,6419,6211
25,Mountain,Montana,West,Female,30,26,4540,4540,4540,1,4560,4844,4832,4947,5320,5886,6334
25,Mountain,Montana,West,Female,30,27,4699,4699,4699,1,4635,4486,4771,4795,4930,5320,5883
25,Mountain,Montana,West,Female,30,28,5109,5109,5109,1,5027,4777,4621,4963,5014,5113,5540
25,Mountain,Montana,West,Female,30,29,5389,5389,5389,1,5307,4970,4718,4612,4982,5004,5114
30,Mountain,Montana,West,Female,30,30,5284,5284,5284,1,5293,5318,4965,4764,4682,5017,5070
30,Mountain,Montana,West,Female,30,31,5103,5103,5103,1,5154,5228,5262,4945,4765,4642,5009
30,Mountain,Montana,West,Female,30,32,5015,5015,5015,1,5003,5272,5329,5429,5113,4892,4803
30,Mountain,Montana,West,Female,30,33,5225,5225,5225,1,5192,5039,5318,5410,5523,5177,4994
30,Mountain,Montana,West,Female,30,34,5488,5488,5488,1,5422,5162,5031,5339,5430,5543,5210
35,Mountain,Montana,West,Female,30,35,6059,6059,6059,1,5935,5507,5276,5157,5481,5562,5695
35,Mountain,Montana,West,Female,30,36,6468,6468,6468,1,6455,5842,5450,5224,5122,5441,5522
35,Mountain,Montana,West,Female,30,37,6764,6764,6764,1,6756,6546,5964,5586,5367,5256,5585
35,Mountain,Montana,West,Female,30,38,6980,6980,6980,1,6939,6858,6683,6099,5734,5510,5412
35,Mountain,Montana,West,Female,30,39,7432,7432,7432,1,7422,6841,6807,6633,6041,5687,5474
40,Mountain,Montana,West,Female,30,40,7794,7794,7794,1,7745,7462,6912,6902,6723,6118,5806
40,Mountain,Montana,West,Female,30,41,7464,7464,7464,1,7505,7748,7478,6946,6959,6751,6188
40,Mountain,Montana,West,Female,30,42,7770,7770,7770,1,7710,7504,7764,7509,6996,6986,6816
40,Mountain,Montana,West,Female,30,43,7691,7691,7691,1,7800,7711,7513,7785,7553,7011,7048
40,Mountain,Montana,West,Female,30,44,7577,7577,7577,1,7562,7891,7797,7604,7889,7652,7140
45,Mountain,Montana,West,Female,30,45,7800,7800,7800,1,7774,7542,7861,7785,7595,7878,7673
45,Mountain,Montana,West,Female,30,46,7501,7501,7501,1,7586,7709,7454,7807,7731,7544,7839
45,Mountain,Montana,West,Female,30,47,7357,7357,7357,1,7361,7668,7767,7537,7898,7820,7645
45,Mountain,Montana,West,Female,30,48,7105,7105,7105,1,7102,7357,7657,7772,7546,7899,7838
45,Mountain,Montana,West,Female,30,49,6728,6728,6728,1,6826,7101,7362,7677,7807,7552,7921
50,Mountain,Montana,West,Female,30,50,6731,6731,6731,1,6694,6866,7150,7415,7753,7858,7636
50,Mountain,Montana,West,Female,30,51,6367,6367,6367,1,6423,6648,6831,7122,7406,7732,7866
50,Mountain,Montana,West,Female,30,52,6094,6094,6094,1,5937,6371,6596,6783,7103,7374,7738
50,Mountain,Montana,West,Female,30,53,6083,6083,6083,1,6385,5968,6412,6630,6839,7153,7458
50,Mountain,Montana,West,Female,30,54,4800,4800,4800,1,4871,6416,6025,6487,6696,6898,7241
55,Mountain,Montana,West,Female,30,55,4834,4834,4834,1,4817,4829,6395,6034,6495,6686,6909
55,Mountain,Montana,West,Female,30,56,4816,4816,4816,1,4759,4829,4872,6429,6082,6545,6734
